user_id,date,amount,category,transaction_type
CUST007,2024-02-23,1838.57,Revenue,Income
CUST007,2024-02-23,1962.74,Employee Salary,Expense
CUST007,2024-02-24,501.45,Rental Income,Income
CUST007,2024-02-24,770.95,Professional Fees,Expense
CUST007,2024-02-25,3154.56,Sales,Income
CUST007,2024-02-25,1658.55,Transportation,Expense
CUST007,2024-02-26,3594.96,Commission,Income
CUST007,2024-02-26,2068.14,Transportation,Expense
CUST007,2024-02-27,4580.22,Service Revenue,Income
CUST007,2024-02-27,2709.56,Inventory,Expense
CUST007,2024-02-28,3851.04,Revenue,Income
CUST007,2024-02-28,2508.73,Office Supplies,Expense
CUST007,2024-02-29,3479.39,Rental Income,Income
CUST007,2024-02-29,527.15,Repairs,Expense
CUST007,2024-03-01,3102.55,Sales,Income
CUST007,2024-03-01,1910.36,Insurance,Expense
CUST007,2024-03-02,352.86,Interest Income,Income
CUST007,2024-03-02,2028.66,Employee Salary,Expense
CUST007,2024-03-03,1798.9,Investment Income,Income
CUST007,2024-03-03,1553.66,Utilities,Expense
CUST007,2024-03-04,1283.02,Revenue,Income
CUST007,2024-03-04,1056.84,Transportation,Expense
CUST007,2024-03-05,2912.5,Commission,Income
CUST007,2024-03-05,621.87,Entertainment,Expense
CUST007,2024-03-06,1513.0,Revenue,Income
CUST007,2024-03-06,1822.73,Entertainment,Expense
CUST007,2024-03-07,1736.7,Interest Income,Income
CUST007,2024-03-07,836.5,Utilities,Expense
CUST007,2024-03-08,479.76,Service Revenue,Income
CUST007,2024-03-08,1997.94,Office Supplies,Expense
CUST007,2024-03-09,2734.73,Commission,Income
CUST007,2024-03-09,2446.13,Inventory,Expense
CUST007,2024-03-10,274.08,Rental Income,Income
CUST007,2024-03-10,2547.38,Professional Fees,Expense
CUST007,2024-03-11,1470.22,Sales,Income
CUST007,2024-03-11,474.79,Repairs,Expense
CUST007,2024-03-12,4670.46,Commission,Income
CUST007,2024-03-12,2000.74,Utilities,Expense
CUST007,2024-03-13,1680.19,Commission,Income
CUST007,2024-03-13,982.29,Entertainment,Expense
CUST007,2024-03-14,4070.85,Freelance Income,Income
CUST007,2024-03-14,1142.57,Employee Salary,Expense
CUST007,2024-03-15,2463.04,Revenue,Income
CUST007,2024-03-15,1647.88,Rent,Expense
CUST007,2024-03-16,581.36,Commission,Income
CUST007,2024-03-16,2751.55,Office Supplies,Expense
CUST007,2024-03-17,1974.06,Rental Income,Income
CUST007,2024-03-17,1152.69,Repairs,Expense
CUST007,2024-03-18,2226.25,Revenue,Income
CUST007,2024-03-18,2465.19,Inventory,Expense
CUST007,2024-03-19,2592.29,Service Revenue,Income
CUST007,2024-03-19,511.4,Repairs,Expense
CUST007,2024-03-20,2577.01,Sales,Income
CUST007,2024-03-20,790.58,Utilities,Expense
CUST007,2024-03-21,2880.56,Sales,Income
CUST007,2024-03-21,375.06,Utilities,Expense
CUST007,2024-03-22,1641.65,Sales,Income
CUST007,2024-03-22,2769.74,Employee Salary,Expense
CUST007,2024-03-23,1248.73,Consulting Income,Income
CUST007,2024-03-23,669.36,Utilities,Expense
CUST007,2024-03-24,3391.92,Rental Income,Income
CUST007,2024-03-24,2288.26,Office Supplies,Expense
CUST007,2024-03-25,4112.17,Rental Income,Income
CUST007,2024-03-25,1128.88,Inventory,Expense
CUST007,2024-03-26,4073.64,Investment Income,Income
CUST007,2024-03-26,2314.73,Rent,Expense
CUST007,2024-03-27,1593.86,Rental Income,Income
CUST007,2024-03-27,2847.04,Inventory,Expense
CUST007,2024-03-28,4462.02,Freelance Income,Income
CUST007,2024-03-28,2787.6,Employee Salary,Expense
CUST007,2024-03-29,4918.18,Freelance Income,Income
CUST007,2024-03-29,1144.84,Insurance,Expense
CUST007,2024-03-30,3239.57,Interest Income,Income
CUST007,2024-03-30,2683.82,Employee Salary,Expense
CUST007,2024-03-31,4945.4,Interest Income,Income
CUST007,2024-03-31,1224.38,Rent,Expense
CUST007,2024-04-01,2124.45,Investment Income,Income
CUST007,2024-04-01,2981.02,Transportation,Expense
CUST007,2024-04-02,2654.07,Consulting Income,Income
CUST007,2024-04-02,938.65,Employee Salary,Expense
CUST007,2024-04-03,2797.17,Rental Income,Income
CUST007,2024-04-03,655.36,Marketing,Expense
CUST007,2024-04-04,1527.39,Interest Income,Income
CUST007,2024-04-04,1711.02,Entertainment,Expense
CUST007,2024-04-05,2416.98,Revenue,Income
CUST007,2024-04-05,2949.94,Transportation,Expense
CUST007,2024-04-06,1056.87,Freelance Income,Income
CUST007,2024-04-06,78.54,Professional Fees,Expense
CUST007,2024-04-07,319.91,Consulting Income,Income
CUST007,2024-04-07,495.1,Insurance,Expense
CUST007,2024-04-08,2217.98,Interest Income,Income
CUST007,2024-04-08,2942.29,Employee Salary,Expense
CUST007,2024-04-09,1535.66,Interest Income,Income
CUST007,2024-04-09,2731.45,Insurance,Expense
CUST007,2024-04-10,4179.89,Sales,Income
CUST007,2024-04-10,1229.53,Transportation,Expense
CUST007,2024-04-11,3485.65,Investment Income,Income
CUST007,2024-04-11,674.69,Office Supplies,Expense
CUST007,2024-04-12,2351.21,Revenue,Income
CUST007,2024-04-12,974.92,Repairs,Expense
CUST007,2024-04-13,2850.29,Revenue,Income
CUST007,2024-04-13,2006.99,Office Supplies,Expense
CUST007,2024-04-14,258.86,Consulting Income,Income
CUST007,2024-04-14,130.96,Repairs,Expense
CUST007,2024-04-15,2658.65,Investment Income,Income
CUST007,2024-04-15,204.71,Inventory,Expense
CUST007,2024-04-16,1550.53,Investment Income,Income
CUST007,2024-04-16,2132.05,Insurance,Expense
CUST007,2024-04-17,1863.17,Service Revenue,Income
CUST007,2024-04-17,1021.52,Employee Salary,Expense
CUST007,2024-04-18,4223.52,Service Revenue,Income
CUST007,2024-04-18,1433.22,Entertainment,Expense
CUST007,2024-04-19,4477.2,Sales,Income
CUST007,2024-04-19,1215.37,Professional Fees,Expense
CUST007,2024-04-20,4403.66,Consulting Income,Income
CUST007,2024-04-20,2778.35,Rent,Expense
CUST007,2024-04-21,4052.84,Revenue,Income
CUST007,2024-04-21,1557.73,Utilities,Expense
CUST007,2024-04-22,1711.5,Freelance Income,Income
CUST007,2024-04-22,1636.88,Marketing,Expense
CUST007,2024-04-23,2257.5,Commission,Income
CUST007,2024-04-23,2051.63,Entertainment,Expense
CUST007,2024-04-24,412.01,Sales,Income
CUST007,2024-04-24,1469.32,Entertainment,Expense
CUST007,2024-04-25,4597.43,Commission,Income
CUST007,2024-04-25,704.65,Employee Salary,Expense
CUST007,2024-04-26,268.31,Investment Income,Income
CUST007,2024-04-26,723.88,Marketing,Expense
CUST007,2024-04-27,4822.87,Interest Income,Income
CUST007,2024-04-27,891.08,Insurance,Expense
CUST007,2024-04-28,1245.33,Rental Income,Income
CUST007,2024-04-28,2086.93,Professional Fees,Expense
CUST007,2024-04-29,3314.7,Consulting Income,Income
CUST007,2024-04-29,1133.64,Employee Salary,Expense
CUST007,2024-04-30,1343.11,Consulting Income,Income
CUST007,2024-04-30,2931.3,Transportation,Expense
CUST007,2024-05-01,331.28,Interest Income,Income
CUST007,2024-05-01,1130.29,Insurance,Expense
CUST007,2024-05-02,1135.16,Consulting Income,Income
CUST007,2024-05-02,683.02,Marketing,Expense
CUST007,2024-05-03,176.69,Service Revenue,Income
CUST007,2024-05-03,265.31,Office Supplies,Expense
CUST007,2024-05-04,2383.65,Commission,Income
CUST007,2024-05-04,2163.48,Professional Fees,Expense
CUST007,2024-05-05,3779.31,Service Revenue,Income
CUST007,2024-05-05,2085.31,Rent,Expense
CUST007,2024-05-06,1248.74,Investment Income,Income
CUST007,2024-05-06,1868.65,Rent,Expense
CUST007,2024-05-07,2298.65,Revenue,Income
CUST007,2024-05-07,2505.09,Transportation,Expense
CUST007,2024-05-08,4912.77,Investment Income,Income
CUST007,2024-05-08,180.02,Inventory,Expense
CUST007,2024-05-09,1700.82,Rental Income,Income
CUST007,2024-05-09,1316.36,Employee Salary,Expense
CUST007,2024-05-10,2062.2,Investment Income,Income
CUST007,2024-05-10,413.5,Professional Fees,Expense
CUST007,2024-05-11,2676.82,Revenue,Income
CUST007,2024-05-11,504.81,Utilities,Expense
CUST007,2024-05-12,1833.44,Investment Income,Income
CUST007,2024-05-12,973.7,Utilities,Expense
CUST007,2024-05-13,2318.93,Investment Income,Income
CUST007,2024-05-13,776.21,Employee Salary,Expense
CUST007,2024-05-14,890.98,Sales,Income
CUST007,2024-05-14,1819.49,Marketing,Expense
CUST007,2024-05-15,3840.62,Rental Income,Income
CUST007,2024-05-15,2514.73,Insurance,Expense
CUST007,2024-05-16,2448.13,Investment Income,Income
CUST007,2024-05-16,276.52,Marketing,Expense
CUST007,2024-05-17,638.7,Rental Income,Income
CUST007,2024-05-17,2857.62,Office Supplies,Expense
CUST007,2024-05-18,648.43,Investment Income,Income
CUST007,2024-05-18,1120.08,Rent,Expense
CUST007,2024-05-19,1618.14,Commission,Income
CUST007,2024-05-19,272.69,Marketing,Expense
CUST007,2024-05-20,3658.34,Service Revenue,Income
CUST007,2024-05-20,827.54,Professional Fees,Expense
CUST007,2024-05-21,4401.63,Interest Income,Income
CUST007,2024-05-21,1355.48,Office Supplies,Expense
CUST007,2024-05-22,1602.18,Consulting Income,Income
CUST007,2024-05-22,899.87,Marketing,Expense
CUST007,2024-05-23,1988.06,Revenue,Income
CUST007,2024-05-23,2003.36,Professional Fees,Expense
CUST007,2024-05-24,2325.85,Sales,Income
CUST007,2024-05-24,2698.5,Repairs,Expense
CUST007,2024-05-25,3954.19,Rental Income,Income
CUST007,2024-05-25,2407.84,Repairs,Expense
CUST007,2024-05-26,380.13,Consulting Income,Income
CUST007,2024-05-26,2265.17,Transportation,Expense
CUST007,2024-05-27,3410.09,Consulting Income,Income
CUST007,2024-05-27,634.37,Rent,Expense
CUST007,2024-05-28,977.29,Sales,Income
CUST007,2024-05-28,2722.03,Rent,Expense
CUST007,2024-05-29,3451.35,Consulting Income,Income
CUST007,2024-05-29,1326.62,Office Supplies,Expense
CUST007,2024-05-30,363.94,Consulting Income,Income
CUST007,2024-05-30,2225.28,Repairs,Expense
CUST007,2024-05-31,1103.72,Sales,Income
CUST007,2024-05-31,2516.67,Utilities,Expense
CUST007,2024-06-01,1321.97,Rental Income,Income
CUST007,2024-06-01,2229.21,Utilities,Expense
CUST007,2024-06-02,4915.05,Investment Income,Income
CUST007,2024-06-02,631.46,Marketing,Expense
CUST007,2024-06-03,885.4,Rental Income,Income
CUST007,2024-06-03,2262.41,Office Supplies,Expense
CUST007,2024-06-04,482.59,Sales,Income
CUST007,2024-06-04,1987.66,Transportation,Expense
CUST007,2024-06-05,436.46,Sales,Income
CUST007,2024-06-05,437.47,Repairs,Expense
CUST007,2024-06-06,2465.7,Freelance Income,Income
CUST007,2024-06-06,2072.85,Utilities,Expense
CUST007,2024-06-07,3248.75,Revenue,Income
CUST007,2024-06-07,1096.32,Repairs,Expense
CUST007,2024-06-08,4450.17,Consulting Income,Income
CUST007,2024-06-08,174.05,Transportation,Expense
CUST007,2024-06-09,1067.72,Service Revenue,Income
CUST007,2024-06-09,2376.77,Marketing,Expense
CUST007,2024-06-10,1107.7,Freelance Income,Income
CUST007,2024-06-10,1897.13,Entertainment,Expense
CUST007,2024-06-11,3191.06,Revenue,Income
CUST007,2024-06-11,477.52,Office Supplies,Expense
CUST007,2024-06-12,2013.56,Investment Income,Income
CUST007,2024-06-12,1228.19,Employee Salary,Expense
CUST007,2024-06-13,3425.56,Investment Income,Income
CUST007,2024-06-13,1626.79,Marketing,Expense
CUST007,2024-06-14,4536.25,Interest Income,Income
CUST007,2024-06-14,1759.54,Utilities,Expense
CUST007,2024-06-15,1223.24,Investment Income,Income
CUST007,2024-06-15,886.53,Professional Fees,Expense
CUST007,2024-06-16,716.53,Consulting Income,Income
CUST007,2024-06-16,254.94,Inventory,Expense
CUST007,2024-06-17,4823.56,Revenue,Income
CUST007,2024-06-17,2284.44,Employee Salary,Expense
CUST007,2024-06-18,2762.04,Consulting Income,Income
CUST007,2024-06-18,2896.8,Utilities,Expense
CUST007,2024-06-19,2923.57,Investment Income,Income
CUST007,2024-06-19,1623.48,Utilities,Expense
CUST007,2024-06-20,2607.07,Consulting Income,Income
CUST007,2024-06-20,113.45,Inventory,Expense
CUST007,2024-06-21,1841.4,Rental Income,Income
CUST007,2024-06-21,1784.86,Employee Salary,Expense
CUST007,2024-06-22,2324.17,Rental Income,Income
CUST007,2024-06-22,1110.03,Utilities,Expense
CUST007,2024-06-23,456.21,Freelance Income,Income
CUST007,2024-06-23,863.86,Professional Fees,Expense
CUST007,2024-06-24,3337.87,Consulting Income,Income
CUST007,2024-06-24,587.77,Repairs,Expense
CUST007,2024-06-25,642.04,Service Revenue,Income
CUST007,2024-06-25,288.77,Utilities,Expense
CUST007,2024-06-26,4552.17,Interest Income,Income
CUST007,2024-06-26,2340.92,Inventory,Expense
CUST007,2024-06-27,1532.5,Sales,Income
CUST007,2024-06-27,1687.69,Marketing,Expense
CUST007,2024-06-28,4586.47,Freelance Income,Income
CUST007,2024-06-28,332.96,Repairs,Expense
CUST007,2024-06-29,1200.22,Service Revenue,Income
CUST007,2024-06-29,398.11,Transportation,Expense
CUST007,2024-06-30,1841.23,Investment Income,Income
CUST007,2024-06-30,1540.84,Office Supplies,Expense
CUST007,2024-07-01,3176.32,Interest Income,Income
CUST007,2024-07-01,116.62,Rent,Expense
CUST007,2024-07-02,1193.57,Consulting Income,Income
CUST007,2024-07-02,1812.1,Repairs,Expense
CUST007,2024-07-03,246.27,Rental Income,Income
CUST007,2024-07-03,755.73,Repairs,Expense
CUST007,2024-07-04,860.22,Consulting Income,Income
CUST007,2024-07-04,474.83,Employee Salary,Expense
CUST007,2024-07-05,1735.31,Revenue,Income
CUST007,2024-07-05,58.29,Employee Salary,Expense
CUST007,2024-07-06,1053.0,Commission,Income
CUST007,2024-07-06,1176.15,Inventory,Expense
CUST007,2024-07-07,3936.29,Revenue,Income
CUST007,2024-07-07,129.42,Utilities,Expense
CUST007,2024-07-08,2131.35,Investment Income,Income
CUST007,2024-07-08,2548.0,Professional Fees,Expense
CUST007,2024-07-09,1391.08,Rental Income,Income
CUST007,2024-07-09,1412.27,Repairs,Expense
CUST007,2024-07-10,873.67,Revenue,Income
CUST007,2024-07-10,1335.9,Marketing,Expense
CUST007,2024-07-11,540.66,Freelance Income,Income
CUST007,2024-07-11,2988.48,Entertainment,Expense
CUST007,2024-07-12,3745.32,Sales,Income
CUST007,2024-07-12,472.52,Transportation,Expense
CUST007,2024-07-13,4803.35,Sales,Income
CUST007,2024-07-13,863.37,Insurance,Expense
CUST007,2024-07-14,4740.17,Rental Income,Income
CUST007,2024-07-14,531.28,Employee Salary,Expense
CUST007,2024-07-15,1261.48,Investment Income,Income
CUST007,2024-07-15,1205.82,Repairs,Expense
CUST007,2024-07-16,631.42,Interest Income,Income
CUST007,2024-07-16,2144.07,Employee Salary,Expense
CUST007,2024-07-17,4138.39,Investment Income,Income
CUST007,2024-07-17,80.1,Insurance,Expense
CUST007,2024-07-18,4578.46,Service Revenue,Income
CUST007,2024-07-18,624.61,Rent,Expense
CUST007,2024-07-19,2015.37,Interest Income,Income
CUST007,2024-07-19,2346.99,Rent,Expense
CUST007,2024-07-20,3149.85,Revenue,Income
CUST007,2024-07-20,2211.97,Marketing,Expense
CUST007,2024-07-21,3600.21,Rental Income,Income
CUST007,2024-07-21,2493.95,Utilities,Expense
CUST007,2024-07-22,1071.91,Service Revenue,Income
CUST007,2024-07-22,561.98,Office Supplies,Expense
CUST007,2024-07-23,2852.34,Commission,Income
CUST007,2024-07-23,1068.57,Employee Salary,Expense
CUST007,2024-07-24,2365.5,Freelance Income,Income
CUST007,2024-07-24,2815.85,Employee Salary,Expense
CUST007,2024-07-25,3825.69,Investment Income,Income
CUST007,2024-07-25,2226.17,Employee Salary,Expense
CUST007,2024-07-26,2977.42,Revenue,Income
CUST007,2024-07-26,2158.71,Transportation,Expense
CUST007,2024-07-27,2079.73,Interest Income,Income
CUST007,2024-07-27,2122.38,Marketing,Expense
CUST007,2024-07-28,4680.01,Rental Income,Income
CUST007,2024-07-28,2780.42,Inventory,Expense
CUST007,2024-07-29,4704.67,Sales,Income
CUST007,2024-07-29,2997.12,Marketing,Expense
CUST007,2024-07-30,1702.34,Service Revenue,Income
CUST007,2024-07-30,224.62,Insurance,Expense
CUST007,2024-07-31,1832.06,Rental Income,Income
CUST007,2024-07-31,1046.36,Utilities,Expense
CUST007,2024-08-01,4080.25,Freelance Income,Income
CUST007,2024-08-01,2783.15,Office Supplies,Expense
CUST007,2024-08-02,2001.15,Commission,Income
CUST007,2024-08-02,2946.31,Insurance,Expense
CUST007,2024-08-03,1356.41,Revenue,Income
CUST007,2024-08-03,868.95,Marketing,Expense
CUST007,2024-08-04,1083.74,Service Revenue,Income
CUST007,2024-08-04,1253.44,Employee Salary,Expense
CUST007,2024-08-05,245.7,Commission,Income
CUST007,2024-08-05,935.08,Professional Fees,Expense
CUST007,2024-08-06,592.63,Rental Income,Income
CUST007,2024-08-06,2665.16,Employee Salary,Expense
CUST007,2024-08-07,197.16,Consulting Income,Income
CUST007,2024-08-07,1256.54,Transportation,Expense
CUST007,2024-08-08,2981.51,Revenue,Income
CUST007,2024-08-08,2863.16,Marketing,Expense
CUST007,2024-08-09,546.72,Investment Income,Income
CUST007,2024-08-09,2198.6,Transportation,Expense
CUST007,2024-08-10,802.52,Rental Income,Income
CUST007,2024-08-10,1381.83,Transportation,Expense
CUST007,2024-08-11,2162.32,Commission,Income
CUST007,2024-08-11,2002.91,Entertainment,Expense
CUST007,2024-08-12,4385.99,Sales,Income
CUST007,2024-08-12,2506.97,Employee Salary,Expense
CUST007,2024-08-13,213.49,Revenue,Income
CUST007,2024-08-13,2521.8,Professional Fees,Expense
CUST007,2024-08-14,4185.83,Investment Income,Income
CUST007,2024-08-14,1495.99,Marketing,Expense
CUST007,2024-08-15,749.85,Service Revenue,Income
CUST007,2024-08-15,2735.04,Rent,Expense
CUST007,2024-08-16,3780.18,Consulting Income,Income
CUST007,2024-08-16,542.84,Rent,Expense
CUST007,2024-08-17,4644.94,Freelance Income,Income
CUST007,2024-08-17,1092.42,Repairs,Expense
CUST007,2024-08-18,1528.03,Commission,Income
CUST007,2024-08-18,2534.56,Rent,Expense
CUST007,2024-08-19,1589.02,Sales,Income
CUST007,2024-08-19,551.09,Utilities,Expense
CUST007,2024-08-20,865.91,Sales,Income
CUST007,2024-08-20,2929.43,Marketing,Expense
CUST007,2024-08-21,4790.97,Revenue,Income
CUST007,2024-08-21,1267.16,Office Supplies,Expense
CUST007,2024-08-22,4200.9,Interest Income,Income
CUST007,2024-08-22,545.03,Marketing,Expense
CUST007,2024-08-23,2533.47,Investment Income,Income
CUST007,2024-08-23,2525.73,Marketing,Expense
CUST007,2024-08-24,3292.38,Sales,Income
CUST007,2024-08-24,511.75,Transportation,Expense
CUST007,2024-08-25,1519.54,Sales,Income
CUST007,2024-08-25,181.97,Utilities,Expense
CUST007,2024-08-26,4525.17,Rental Income,Income
CUST007,2024-08-26,725.68,Repairs,Expense
CUST007,2024-08-27,2982.01,Service Revenue,Income
CUST007,2024-08-27,1662.67,Inventory,Expense
CUST007,2024-08-28,3524.77,Interest Income,Income
CUST007,2024-08-28,578.2,Employee Salary,Expense
CUST007,2024-08-29,4047.18,Revenue,Income
CUST007,2024-08-29,961.79,Inventory,Expense
CUST007,2024-08-30,4621.91,Service Revenue,Income
CUST007,2024-08-30,2651.06,Entertainment,Expense
CUST007,2024-08-31,4569.48,Service Revenue,Income
CUST007,2024-08-31,907.18,Insurance,Expense
CUST007,2024-09-01,262.07,Consulting Income,Income
CUST007,2024-09-01,2773.7,Utilities,Expense
CUST007,2024-09-02,369.35,Consulting Income,Income
CUST007,2024-09-02,1663.41,Inventory,Expense
CUST007,2024-09-03,4496.87,Investment Income,Income
CUST007,2024-09-03,2047.75,Professional Fees,Expense
CUST007,2024-09-04,2755.47,Revenue,Income
CUST007,2024-09-04,2418.51,Transportation,Expense
CUST007,2024-09-05,1256.78,Sales,Income
CUST007,2024-09-05,2602.37,Rent,Expense
CUST007,2024-09-06,3804.35,Investment Income,Income
CUST007,2024-09-06,1415.07,Employee Salary,Expense
CUST007,2024-09-07,2401.44,Commission,Income
CUST007,2024-09-07,313.9,Utilities,Expense
CUST007,2024-09-08,2668.47,Freelance Income,Income
CUST007,2024-09-08,2790.91,Transportation,Expense
CUST007,2024-09-09,3192.03,Consulting Income,Income
CUST007,2024-09-09,2121.03,Office Supplies,Expense
CUST007,2024-09-10,4548.63,Rental Income,Income
CUST007,2024-09-10,477.79,Marketing,Expense
CUST007,2024-09-11,4165.42,Rental Income,Income
CUST007,2024-09-11,808.8,Rent,Expense
CUST007,2024-09-12,3771.06,Freelance Income,Income
CUST007,2024-09-12,1630.3,Transportation,Expense
CUST007,2024-09-13,3360.24,Consulting Income,Income
CUST007,2024-09-13,1955.28,Rent,Expense
CUST007,2024-09-14,599.64,Sales,Income
CUST007,2024-09-14,903.11,Insurance,Expense
CUST007,2024-09-15,136.19,Freelance Income,Income
CUST007,2024-09-15,2832.04,Professional Fees,Expense
CUST007,2024-09-16,3633.71,Revenue,Income
CUST007,2024-09-16,453.28,Transportation,Expense
CUST007,2024-09-17,3490.73,Commission,Income
CUST007,2024-09-17,1031.36,Office Supplies,Expense
CUST007,2024-09-18,2656.12,Freelance Income,Income
CUST007,2024-09-18,1021.43,Inventory,Expense
CUST007,2024-09-19,4184.21,Freelance Income,Income
CUST007,2024-09-19,1853.01,Repairs,Expense
CUST007,2024-09-20,3792.46,Service Revenue,Income
CUST007,2024-09-20,2954.64,Insurance,Expense
CUST007,2024-09-21,2286.43,Freelance Income,Income
CUST007,2024-09-21,1734.4,Rent,Expense
CUST007,2024-09-22,3220.57,Revenue,Income
CUST007,2024-09-22,2103.39,Transportation,Expense
CUST007,2024-09-23,4090.9,Consulting Income,Income
CUST007,2024-09-23,1172.53,Repairs,Expense
CUST007,2024-09-24,259.27,Sales,Income
CUST007,2024-09-24,164.34,Professional Fees,Expense
CUST007,2024-09-25,3820.0,Commission,Income
CUST007,2024-09-25,1267.54,Inventory,Expense
CUST007,2024-09-26,4034.74,Interest Income,Income
